date,tweet,hashtags
2020-07-31,Coronavirus cases are rising again in some countries. What can Canada learn? https://t.co/lIN8P2wYK0 https://t.co/qIFG8Tvz87,[]
2020-07-31,"New on YouTube:  Coronavirus: Ontario premier, treasury board president discuss how COVID Alert app works https://t.co/7oN5n1mJuR",[]
2020-07-31,"New on YouTube:  Coronavirus: Fauci optimistic for vaccine, resists effort to turn testimony against protesters https://t.co/ciJWJGHxxS",[]
2020-07-31,New on YouTube:  Coronavirus: Ontario health official says scenarios in place for potential COVID-19 cases in schools https://t.co/BSrRHZ52vV,[]
2020-07-31,"WATCH LIVE: Canada's health ministers are expected to deliver an update on the government's response to the COVID-19 pandemic. 

https://t.co/nVZXLKJSqt",[]
2020-07-31,"New on YouTube:  Hong Kong's Carrie Lam delays election for 1 year, cites COVID-19 as reasoning https://t.co/DbkXFecNU3",[]
2020-07-31,"Children under the age of five may have 10 to 100 times greater levels of the coronavirus in the upper respiratory tract, a new study suggests. 

https://t.co/oFORt4fUzJ",[]
2020-07-31,"Your daily #CoronavirusPandemic update:

💵Trudeau announces plans for end of CERB, transition to EI

📱Canada launches COVID-19 tracking app — but only in Ontario

🇨🇦Quebec and Alberta lead Canada in new reported cases

MORE: https://t.co/uUgt1RKbT6",['coronaviruspandemic']
2020-07-31,"Three migrant workers in Ontario have died and 1,100 have been diagnosed with COVID-19, advocates say. 

https://t.co/MAbqBC8quF",[]
2020-07-31,"“A lot of hospitals are kind of quiet about cutting nurses’ hours,” the Emergency Nurses Association says. “Who wants to say during a worldwide pandemic that you’re cutting nurses’ hours?” 

https://t.co/WMauiDznwE",[]
2020-07-31,New on YouTube:  Coronavirus: Ontario education minister breaks down province's back-to-school plan https://t.co/euikFrj0jE,[]
2020-07-31,"The waiver aimed to absolve the school from any legal responsibility should students contract COVID-19 while attending classes or activities.

https://t.co/tIbKShPNzG",[]
2020-07-31,"ANALYSIS: From unemployed to overwhelmed, COVID-19 strains U.S. healthcare workers https://t.co/nv0yX6pEEo https://t.co/Smc26KtNmz",[]
2020-07-31,"Statistics Canada says economic rebounds in May were seen across multiple industries with the easing of COVID-19 restrictions.

https://t.co/HS6R4GjYfc",[]
2020-07-31,"Air Canada reported a $1.75 billion loss in its latest quarter as revenues plummeted 89 per cent due to the pandemic. 

https://t.co/tmuqsb7YZf",[]
2020-07-31,"WATCH LIVE: Dr. Fauci to testify before a coronavirus subcommittee in Congress, weeks after Trump’s administration first refused to let him address the panel.

https://t.co/N2JoiHKmQV",[]
2020-07-31,Growing coronavirus outbreaks lead some countries to reconsider tourism push https://t.co/ZV9xQZvOq2 https://t.co/ZfOWT6HKZX,[]
2020-07-31,"Hong Kong postpones elections by a year, citing spike in coronavirus cases https://t.co/xL67W6L8BR https://t.co/tJEdpIfz7z",[]
2020-07-31,"Fauci’s testimony comes at the end of a week when the pandemic’s tragic toll on the U.S. has become far clearer.

https://t.co/waQZEtwGfe",[]
2020-07-31,Fauci to testify before Congress as coronavirus cases surge in U.S. https://t.co/Z0Pfe0nH0m https://t.co/lOERTWKSUP,[]
2020-07-30,"2nd coronavirus wave in U.S. hits plateau, but future still uncertain https://t.co/lNULMCFitU https://t.co/K3CQw1Vzsa",[]
2020-07-30,New on YouTube:  Coronavirus: Trump looking at using military to distribute COVID-19 vaccine https://t.co/vYvtITcsjL,[]
2020-07-30,"New on YouTube:  Coronavirus: All Manitoba students to head back to classrooms this fall, education minister says https://t.co/No0y251Bjv",[]
2020-07-30,New on YouTube:  Man who refused to wear mask seen spitting on police officer in New Mexico Walmart https://t.co/gtjaqDSgeS,[]
2020-07-30,"New on YouTube:  Coronavirus: Ontario premier, education minister outline plan for reopening schools in September https://t.co/arjG44bBkI",[]
2020-07-30,"“Without attention to inequity in post-pandemic recovery, a potential decline in our achievements is a real threat, given the gendered economic, health and social impacts of the COVID-19 pandemic across all aspects of society.""

https://t.co/CutDTsIHxu",[]
2020-07-30,"“Recent studies on Vitamin D, they raise an eyebrow. They might be hypothesis-generating, and it’s a good question to ask, but it’s premature to start making claims about vitamin D and COVID-19.”

https://t.co/7tpM2296Q8",[]
2020-07-30,"“What we see consistently across studies is that children are not likely to be major sources of COVID-19 transmission.” 

https://t.co/VHrlrRu8xu",[]
2020-07-30,"Your daily #CoronavirusPandemic update:

📈California, Texas, Florida set new daily records for 
deaths

😷Masks made mandatory in Australia's coronavirus hot spot state Victoria

💉Vaccine development 'progressing well', says U.K. drugmaker

MORE: https://t.co/uUgt1RKbT6",['coronaviruspandemic']
2020-07-30,"WATCH LIVE: World Health Organization update on COVID-19

https://t.co/et9GGas9Ij",[]
2020-07-30,"Organizers have announced all 50 titles for September’s pandemic-tailored event, which will include online public screenings geoblocked for Canada and drive-ins. 

https://t.co/SoStRTxDCy",[]
2020-07-30,"Former Republican presidential candidate Herman Cain died Thursday after being hospitalized with the coronavirus.

https://t.co/BAbBQMV4vo",[]
2020-07-30,Former presidential candidate Herman Cain dies after contracting coronavirus https://t.co/4ZZth3yorP https://t.co/Wz4TzZQIYQ,[]
2020-07-30,"Trump has been attacking mail-in voting for months as health and government officials are trying to make it safer to vote during the coronavirus pandemic.

https://t.co/9vb4b7AGzP",[]
2020-07-30,U.S. likely to report record-breaking economic plunge amid coronavirus pandemic https://t.co/chSTSxbmrG https://t.co/9qovanuHwx,[]
2020-07-30,Masks made mandatory in Australia’s coronavirus hot spot state Victoria https://t.co/BrfX1yNMbc https://t.co/SGpgYGlhdq,[]
2020-07-30,"U.S. records a coronavirus death every minute as total rises above 150,000 https://t.co/urz1VNsQdp https://t.co/tTVFHvZ4Zt",[]
2020-07-30,"Development of coronavirus vaccine ‘progressing well’, says U.K. drugmaker https://t.co/bANUfHYWrW https://t.co/jp6Jsup93A",[]
2020-07-30,Coronavirus cases hit 17 million worldwide after setting new single-day record https://t.co/P2ZN4oJyeG https://t.co/vsgVmkJSTw,[]
2020-07-30,Mask debate reaches peak in U.S. Congress after member tests positive for coronavirus https://t.co/DwVvUJndbK https://t.co/pRanmdSdh5,[]
2020-07-30,"Pelosi said failure to wear a mask on the House floor is a “serious breach of decorum” for which members could be removed from the chamber.
https://t.co/FkKbAHAc8y",[]
2020-07-30,North Korea inspects border after defector returns from South with coronavirus symptoms https://t.co/55NRbZ7jFK https://t.co/bBusQEi4ih,[]
2020-07-30,"Since the beginning of the pandemic, a total of more than 150,000 Americans have died of COVID-19. 

https://t.co/SRQQlHAgkN",[]
2020-07-30,"New on YouTube:  Coronavirus: 21 U.S. states now in “red zone,” have high levels of COVID-19 infections https://t.co/mcYeH0tUoV",[]
2020-07-29,"California, Texas, Florida set new daily records for COVID-19 deaths https://t.co/Nc4qxmj8JO https://t.co/lPiIBQ0vDL",[]
2020-07-29,New on YouTube:  Coronavirus: Quebec to ease more restrictions despite new outbreaks https://t.co/xW6UAXnUNP,[]
2020-07-29,New on YouTube:  Coroanvirus: Patchwork of re-opening plans for Canadian schools amid pandemic https://t.co/d5rGB6xvV6,[]
2020-07-29,New on YouTube:  Coronavirus: B.C. officials unveil return-to-school plan for September 2020 https://t.co/uzdpix9qHt,[]
2020-07-29,"New on YouTube:  ""Put your mask on"": Debate over Google's neutrality leads to pointed exchange on Capitol Hill https://t.co/PTYSQXgu21",[]
2020-07-29,"Do you think masks should be mandatory in common areas of apartment buildings during the pandemic? 

https://t.co/idvoYWDCRf",[]
2020-07-29,"Starting Wednesday, masks will be mandatory for all passengers, visitors and employees who enter Winnipeg's airport.

Should masks be mandatory upon entrance at all airports across Canada?

READ: https://t.co/AGPCADKJde",[]
2020-07-29,"Quebec reported 176 new infections of COVID-19 on Wednesday bringing the provincial total to 59,073 since the start of the pandemic.

https://t.co/NMII9ykiPx",[]
2020-07-29,"Boeing slashes jobs, jet production as coronavirus pandemic hammers sales https://t.co/Vxen5iAEhu https://t.co/nBGfGW4a9t",[]
2020-07-29,"When it comes to wages, the pandemic didn't impact everyone the same way.

https://t.co/FMWXLWBeLe",[]
2020-07-29,"Your daily #CoronavirusPandemic update:

🇨🇦Canada records fewer than 400 cases for first time in nearly 2 weeks

🇭🇰Hong Kong leader warns city on brink of 'large-scale' outbreak

💉Russia could approve potential vaccine in early August, source says

MORE: https://t.co/uUgt1RKbT6",['coronaviruspandemic']
2020-07-29,Trump backs doctor who believes in COVID-19 cure and ‘demon sperm’ https://t.co/J9AU0uIWes https://t.co/BJPXnha3SQ,[]
2020-07-29,"WATCH LIVE: Canada's health ministers give an update on the government's response to COVID-19.
 
https://t.co/CARofLgkdq",[]
2020-07-29,U.S. Attorney General William Barr to be tested for coronavirus https://t.co/F3TlD7Xv1b https://t.co/RTCXILj7LA,[]
2020-07-29,"Barr will be tested after coming into contact with Congressman Gohmert, who tested positive on Wednesday after steadfastly refusing to wear a mask. 

https://t.co/Z2XHl6RH9W",[]
2020-07-29,"Masks will be mandatory on public transit and in all city-owned facilities in August, but Edmonton city council may take the mandate one step further. 

https://t.co/712JjZ3ZZ3",[]
2020-07-29,Russia could approve potential coronavirus vaccine in early August: source https://t.co/iNZrRY3ygV https://t.co/UGpQQBK0jC,[]
2020-07-29,"Shopify CEO Tobi Lutke says entrepreneurship has ""never been more important"" as the e-commerce company's revenues soar amid the coronavirus pandemic.

https://t.co/FtQDaKN1Cg",[]
2020-07-29,Fears of coronavirus uptick grow in U.S. Midwest as some states resist masks https://t.co/4dNvjGloj5 https://t.co/n7Z1nyuIki,[]
2020-07-29,Republican coronavirus aid bill includes $8 billion in new U.S. military spending https://t.co/xYTJsgx7qK https://t.co/zpP4BfSQ6r,[]
2020-07-29,Australia sends emergency medical teams to coronavirus-ravaged nursing homes https://t.co/jvBtLThCNV https://t.co/rdvgdmqmem,[]
2020-07-29,Latinos hit hardest by U.S. coronavirus surge as 5 states report record deaths https://t.co/cgVHJh0BEU https://t.co/ratX7eK3T1,[]
2020-07-28,"New on YouTube:  Coronavirus: Banff, Alta.'s new face mask bylaw includes indoor and outdoor spaces https://t.co/uFoIHDKGXX",[]
2020-07-28,Hong Kong leader warns city on brink of ‘large-scale’ coronavirus outbreak https://t.co/qS7vsrATAA https://t.co/qLgEO9X2q4,[]
2020-07-28,"Twitter has temporarily halted President Donald Trump’s son from tweeting on its site after he shared a video riddled with unsupported claims about the coronavirus Monday.

READ: https://t.co/WTTdTQk90c https://t.co/Y86EIQFCRc",[]
2020-07-28,"New on YouTube:  Coronavirus: Trump says ""many doctors"" think hydroxychloroquine is successful in treating COVID-19 https://t.co/RQh94ZNMwB",[]
2020-07-28,"WATCH LIVE: U.S. President Donald Trump holds briefing about his administration's COVID-19 response

https://t.co/zxXgadOy0C",[]
2020-07-28,Coronavirus: Air travel not expected to recover to pre-pandemic levels until 2024 https://t.co/AqzKsH72aH https://t.co/0LJfRLqcUV,[]
2020-07-28,"Dogs might be able to sniff out COVID-19, study suggests https://t.co/THe6MJXhAs https://t.co/SQx7OuYUCS",[]
2020-07-28,"WATCH LIVE: Federal officials provide update on Canada's COVID-19 response

https://t.co/okLXJxEyf0",[]
2020-07-28,"His tweet violated Twitter's misinformation policy on COVID-19.

https://t.co/RGAFCfNNYo",[]
2020-07-28,Twitter limits Donald Trump Jr.’s account over COVID-19 misinformation policy https://t.co/e1ydWo1rA2 https://t.co/TOl6ixlF6Q,[]
2020-07-28,"Your daily #CoronavirusPandemic update:

💊Health Canada authorizes remdesivir to treat severe COVID-19

🇨🇦Canada reports 415 new cases, 11 new deaths

🇻🇳Vietnam locks down 3rd-largest city to travel as new  cases spread

MORE: https://t.co/uUgt1RKbT6",['coronaviruspandemic']
2020-07-28,"COMMENTARY: ""A group of B.C. boaters associated with the council is trying to help border officials identify Americans trying to skirt the COVID rules,"" writes Mike Smyth.

https://t.co/kdJGiJL0GT",[]
2020-07-28,"This is the first drug Health Canada has authorized for the treatment of COVID-19.

https://t.co/dxfRfIgrcz",[]
2020-07-28,"Numerous studies have shown that the drug, hydroxychloroquine, is not an effective treatment for COVID-19,

https://t.co/n3sl0QSXQq",[]
2020-07-28,"Trump renews claims unproven anti-malaria drug treats COVID-19, challenges Fauci https://t.co/R7DFT9y6yR https://t.co/MALXzRQrMQ",[]
2020-07-28,"Want your #COVID19 question answered? 

Send it to Leslie.Young@globalnews.ca and subscribe to the #HealthIQ newsletter for the answer: https://t.co/O8jWEDDhVH","['covid19', 'healthiq']"
2020-07-28,"Question from a #HealthIQ reader: Is dancing without a mask safe? Is it safe to be six feet apart while dancing?

Here's what @AshTuite told us:

https://t.co/PnkQPf7sI1 https://t.co/PEdMtZa1Q2",['healthiq']
2020-07-28,"The study suggests people do not garner a false sense of security by wearing face masks, and continue to engage in other protective measures like hand-washing.

https://t.co/R6nnphgLPX",[]
2020-07-28,"Coronavirus is causing 10,000 more children to die of hunger per month globally: UN https://t.co/kWaKrgIhtv https://t.co/fabzxpOWwQ",[]
2020-07-28,Vietnam locks down 3rd-largest city to travel as new coronavirus cases spread https://t.co/YHKcVhpUHB https://t.co/j2skju8ZzY,[]
2020-07-28,"Organizer of Sydney anti-racism protest, 5 others arrested over coronavirus concerns https://t.co/khcWImFS6Y https://t.co/eiFp7s1EHg",[]
2020-07-28,"New on YouTube:  Coronavirus: ""Asia's sickest"" COVID-19 patient warns against ""blasé"" attitude about the virus https://t.co/FshVnVXrab",[]
2020-07-28,New on YouTube:  Coronavirus: Alberta's contact tracing COVID-19 app falls flat https://t.co/VOpcnbhUia,[]
2020-07-27,"New on YouTube:  Global National: July 27, 2020 | Challenges of making a coronavirus contact tracing app in Canada https://t.co/4f9HIZq5hv",[]
2020-07-27,"COVID-19 cases from around the world — from areas still spiking to other areas, like New Zealand and Taiwan, which have been lauded as successes for their quick response. 

https://t.co/IJexgJWjnJ",[]
2020-07-27,Global coronavirus cases are on the rise. But not everywhere. https://t.co/Es45G7Wb8q https://t.co/Rib9VA6uzs,[]
2020-07-27,"Countries in and around Asia are taking drastic measures to curb the spread of coronavirus, as many of these nations are now seeing a second wave of infections. 

READ MORE: https://t.co/mkqB1fxDIa https://t.co/6HPUJH6b4p",[]
2020-07-27,New on YouTube:  Asia sees second wave of coronavirus https://t.co/m28wS0MF9k,[]
2020-07-27,"WATCH LIVE: Trump gives speech at U.S. company working to develop COVID-19 vaccine.

https://t.co/4ozRhOLdkH",[]
2020-07-27,"The Senate is meeting Monday to vote on extending the federal government’s emergency wage subsidy for employers hit hard by COVID-19.

Do you think Canada's emergency wage subsidy program should be extended to help businesses?

MORE: https://t.co/UfhrcuvS49",[]
2020-07-27,"Wage subsidy extension, disability grant for COVID-19 to face Senate vote https://t.co/cEJGYy0KZm https://t.co/z1JvliB3Yr",[]
2020-07-27,Google to let employees work from home until June 2021 amid coronavirus https://t.co/L972ziFzME https://t.co/eUpjYfVhRa,[]
2020-07-27,"Around 80,000 people flee Vietnamese city after new coronavirus cases emerge https://t.co/2kB2jN8ab3 https://t.co/TjNJv6nHtE",[]
2020-07-27,"Your daily #CoronavirusPandemic update:

🐱Pet cat tests positive in 1st animal case for U.K.

💉World's largest vaccine study kicks off in U.S.

🎢Some Canadian theme parks open with new precautions 

MORE: https://t.co/uUgt1RKbT6",['coronaviruspandemic']
2020-07-27,Pet cat tests positive for coronavirus in 1st animal case for U.K. https://t.co/DKXr8arzEn https://t.co/LRIKZOcFIr,[]
2020-07-27,"The British environment ministry said “all available evidence” suggested the cat had contracted the coronavirus from its owners, who had both tested positive for COVID-19.

https://t.co/1WIgqwMymy",[]
2020-07-27,Trump’s national security adviser tests positive for coronavirus: sources https://t.co/bUGkdwBVSf https://t.co/gacCtIrCYM,[]
2020-07-27,"The White House has said staff is regularly tested for the virus, and Robert O’Brien is the most senior official to be found positive amid the pandemic.

https://t.co/k4428AFmkY",[]
2020-07-27,Ryanair warns travel could be subdued for 2-3 years due to coronavirus https://t.co/zXL8BMOxKP https://t.co/qSsr0DZjcI,[]
2020-07-27,"The world's largest COVID-19 vaccine study got underway Monday with the first of 30,000 planned volunteers helping to test shots created by the U.S. government.

https://t.co/gQD3n02SwC",[]
2020-07-27,World’s largest coronavirus vaccine study kicks off in U.S. https://t.co/K4rnsJIIHy https://t.co/s6uaksQGwS,[]
2020-07-27,Europe’s push to revive tourism faces setbacks as coronavirus cases rise https://t.co/wL9yWGs0B9 https://t.co/BW200akKnX,[]
2020-07-27,"The coronavirus pandemic is easily the worst global health emergency the WHO has faced, its director-general said.

https://t.co/8JYf4ur78P",[]
2020-07-27,Coronavirus pandemic by far WHO’s worst global health emergency: director-general https://t.co/ryZ9PLpQ9r https://t.co/WULmkeqfPz,[]
2020-07-27,"Mainland China is battling the most aggressive return of COVID-19 in months, confirming 57 new locally transmitted cases on Sunday, the highest level since early March.

https://t.co/4ZdZTQqjX3",[]
2020-07-27,2nd wave of coronavirus in countries around Asia prompts fresh lockdowns https://t.co/gfIHESYRb9 https://t.co/Ujsda0VJr0,[]
2020-07-26,"Due to the summer heat and humidity, putting on a mask can create an environment on one’s face that increases sweat, leading to a “perfect storm” that causes skin inflammation.

https://t.co/E1n7GhwhSm",[]
2020-07-26,New on YouTube:  Coronavirus: Why we don't know the true death rate for COVID-19 https://t.co/uwK57Dokas,[]
2020-07-26,"A recent University of Alberta study found there is growing support in Canada of wearing face coverings in public.

Have you noticed people increasingly wearing face masks in public where you live?

Read more: https://t.co/20mJdjU8Wh",[]
2020-07-26,"There have been over 15.5 million COVID-19 cases reported in the world so far with over 630,000 deaths, both of which continue to rise.

https://t.co/lLyXHffIt4",[]
2020-07-26,Determining COVID-19’s lethality muddied by politics https://t.co/MSwMqG3pDj https://t.co/ar20JYE5YP,[]
2020-07-26,"If confirmed, it would be the first coronavirus case officially acknowledged by North Korean authorities.

https://t.co/7Q2tLOUeyH",[]
2020-07-26,North Korea declares emergency in border town over suspected coronavirus case https://t.co/JoT92QBPVe https://t.co/E1riEy9qK9,[]
2020-07-26,New on YouTube:  Coronavirus: Giant teddy bears encourage social distancing in Mexico City cafe https://t.co/xNFEsxxb0A,[]
2020-07-26,"Experts suggest that if you do go out to wear a mask indoors and respect physical distancing by keeping at least six feet from one another.

https://t.co/QWkrnkFUfS",[]
2020-07-26,"Spain imposed new restrictions at nightclubs and beaches after a surge in coronavirus cases was traced back to these locations.

Do you think restrictions on public gatherings in Canada are being relaxed too soon?

Read more: https://t.co/NfVGISh6t0",[]
2020-07-26,"Canadian theme parks are looking a lot different these days as operators unveil a slew of measures meant to keep guests safe during the pandemic. 

https://t.co/Wp74rxwNbQ",[]
2020-07-26,"Your daily #CoronavirusPandemic update:

🏖️Spain imposes new restrictions at nightclubs, beaches as coronavirus rebounds

🇲🇽Mexican state health minister dies from coronavirus

📈Canada’s coronavirus death toll rises by 5

MORE: https://t.co/uUgt1RsAuw https://t.co/qPG2DDfqOC",['coronaviruspandemic']
2020-07-26,"Since late January, 113,866 cases of the novel coronavirus have been diagnosed in Canada, 349 of which were newly confirmed on Sunday.

https://t.co/hJpT2O3c59",[]
2020-07-26,"The illustration shows how many COVID-19 infected travellers – including asymptomatic ones – could arrive at the Canada-U.S. border in Ontario each day. 

https://t.co/DqigwDatxI",[]
2020-07-26,Some U.S. police resisting mandatory mask mandates amid coronavirus pandemic https://t.co/rgfyYSJ1vI https://t.co/oz8MIZauwr,[]
2020-07-26,"Mexican state health minister dies from coronavirus, Chihuahua governor says https://t.co/96fTq30AVJ https://t.co/QoV3hREktX",[]
2020-07-26,"Public officials have acknowledged the disproportionate impact COVID-19 is having in communities where people may live in closer quarters or work in more vulnerable jobs. 

https://t.co/FEkgA2yeIG",[]
2020-07-26,"Spain imposes new restrictions at nightclubs, beaches as coronavirus rebounds https://t.co/M41dsRuco4 https://t.co/qTALUUZfDy",[]
2020-07-25,"Experts maintain that opening bars is risky, but they also recognize Canada has managed to control the pandemic within its borders.

https://t.co/T6YNteu45b",[]
2020-07-25,New on YouTube:  Coronavirus: Surge in cases prompts US states to reimpose restrictions https://t.co/rVTEND6cDt,[]
2020-07-25,North Korea says city near South Korean border under lockdown due to coronavirus https://t.co/L32aU1UXll https://t.co/H3U48Crep9,[]
2020-07-25,"As of Saturday, Canada has seen 113,480 confirmed cases of the novel coronavirus and 8,885 deaths.

https://t.co/Ys2teZO9Uk",[]
2020-07-25,"The Bahamas has banned travellers from the United States from visiting after a surge of coronavirus infections followed the islands’ reopening to international tourism.

Would you consider travelling to the Bahamas during the pandemic? 

Read more: https://t.co/jXBcCYIUBX",[]
2020-07-25,"Your daily #CoronavirusPandemic update:

🇧🇷Brazil’s President Jair Bolsonaro says he tested negative for coronavirus

🌎Coronavirus cases are rising by record numbers in every region of the world

🇻🇳Vietnam reports first coronavirus case in 3 months

MORE: https://t.co/uUgt1RKbT6 https://t.co/gvOz70BTNF",['coronaviruspandemic']
2020-07-25,"Masks will become mandatory in most indoor public places in Nova Scotia starting July 31. 

https://t.co/whjzystmzL",[]
2020-07-25,New York coronavirus hospitalizations drop to lowest levels since pandemic began: Cuomo https://t.co/iHJxKpbH1B https://t.co/utdnAkbijo,[]
2020-07-25,"Muslims around the world mark the Eid al-Adha feast, due to start at month-end, as the coronavirus crisis continues.
https://t.co/cE88H2iCtQ",[]
2020-07-25,"The leader of Brazil, a country deemed an epicenter of the global outbreak, says he no longer has the coronavirus.
https://t.co/0AVEuj8Y4u",[]
2020-07-25,Iran’s President Rouhani urges caution during religious festivities amid coronavirus https://t.co/0TkJXwA0Yj https://t.co/qH49WydCpL,[]
2020-07-25,"To date, the coronavirus pandemic has caused 638,352 deaths worldwide, with more than 15 million cases reported.
https://t.co/Gv3DlL41OB",[]
2020-07-25,Brazil’s President Jair Bolsonaro says he tested negative for coronavirus https://t.co/h44MGO1Mfm https://t.co/RC8HOr4JL9,[]
2020-07-25,Coronavirus: South Korea sees spike in new cases as U.S. states tighten controls https://t.co/yqUixrs6Q9 https://t.co/VKeaFCFqAZ,[]
2020-07-25,Coronavirus cases are rising by record numbers in every region of the world https://t.co/PwzIjmvo1W https://t.co/rdQiyjVWKu,[]
2020-07-25,"Hurricane Douglas approaches Hawaii, creating challenges amid coronavirus pandemic https://t.co/Y3kD7vWeIK https://t.co/wqBtK127zT",[]
2020-07-25,"Vietnam, once free of coronavirus, reports first case in 3 months https://t.co/2kWee8Apgp https://t.co/VaewVtezgM",[]
2020-07-25,China reports 21 new coronavirus cases as movie theatres reopen in Beijing https://t.co/YMNFKVHrYB https://t.co/6uMmqpVAtE,[]
2020-07-25,"South Korea reports 113 new coronavirus cases, highest daily increase since March https://t.co/viUVT15Ovf https://t.co/9Fhd3HC4rp",[]
2020-07-24,"At least 1,019 fatalities due to COVID-19 were confirmed in the United States on Friday. 

https://t.co/YQqfUqblch",[]
2020-07-24,New on YouTube:  Coronavirus: 30-year-old COVID-19 survivor sends dire warning to other young adults https://t.co/FxmHpmbq6i,[]
2020-07-24,"U.S. sees over 1,000 coronavirus deaths for 4th straight day, but officials optimistic https://t.co/FbzzRiaogY https://t.co/nkuQl5IsfT",[]
2020-07-24,New on YouTube:  Coronavirus: COVID-19 cases won't stop surging in U.S. https://t.co/hJK19psAFP,[]
2020-07-24,New on YouTube:  Coronavirus: Young Canadians behind the surge of COVID-19 cases https://t.co/oBrRZOwWCR,[]
2020-07-24,"Your daily #CoronavirusPandemic update:

🍟McDonald’s announces masks are mandatory for customers in the U.S.

🇨🇦 Canada’s top doctor warns young people to not give in to coronavirus fatigue

😷Britain rolls out new mask rules

MORE: https://t.co/uUgt1RKbT6 https://t.co/KwcuYKjC38",['coronaviruspandemic']
2020-07-24,"McDonald’s announces masks are mandatory for customers in the U.S., but not in Canada https://t.co/57pKGTDs4H https://t.co/ZgAz2rPKdX",[]
2020-07-24,New on YouTube:  Canadian Grand Prix race in Montreal cancelled for 2020 due to COVID-19 https://t.co/pd7ZFJ2ojR,[]
2020-07-24,New on YouTube:  Coronavirus: German military trains service dogs to identify COVID-19 https://t.co/uPrwOva4J8,[]
2020-07-24,"People in England can be fined as much as 100 pounds ($171 CAD) by police if they refuse to wear a mask. 

https://t.co/BvgMq8mGxp",[]
2020-07-24,Britain rolls out new mask rules as Europe copes with coronavirus uptick https://t.co/UPPlPQ6QMt https://t.co/7j1RMQDuqw,[]
2020-07-24,"The Big Apple was among companies supporting front-line health-care workers through the Feed Our Heroes campaign earlier in the novel coronavirus pandemic.

https://t.co/IY2ioAK0xe",[]
2020-07-24,"WATCH LIVE: Canadian officials provide update on COVID-19 cases.

https://t.co/5FnsIzw02R",[]
2020-07-24,"#Breaking: Ontario reported 195 new cases of the novel coronavirus on Friday, bringing the provincial total to 38,405.

https://t.co/0pf1TGTXQB",['breaking']
2020-07-24,"Osborne says the soaring deficit is the result of a significant drop in world oil prices and costs associated with the COVID-19 pandemic.

https://t.co/qGGIq9bgbK",[]
2020-07-24,"NHL personnel in the bubbles are to be separated from the general public during the pandemic under an agreement reached with the federal government.

https://t.co/oxgVyZoKsZ",[]
2020-07-24,"Vietnam is shutting down wildlife markets and banning wildlife imports in response to renewed concerns that #coronavirus can jump from animals to humans
https://t.co/TzuS04nwjM",['coronavirus']
2020-07-24,"About 2,000 planes, which had been grounded due to the #coronavirus pandemic, may have corrosion that could lead to dual-engine failure.    

https://t.co/6Bu24bgI3E",['coronavirus']
2020-07-24,Vietnam bans wildlife trade over coronavirus pandemic fears https://t.co/xVpgANHD9H https://t.co/4wuR6r4gvT,[]
2020-07-24,‘This is not the time to be selfish’: How face masks became a mirror of humanity amid COVID-19 https://t.co/ZEOPnFioRu https://t.co/ACCpMJcq7A,[]
2020-07-24,3 of 4 Americans want masks to be mandatory amid coronavirus pandemic: poll https://t.co/wwZ6BZBecw https://t.co/gPLeOeN8Tm,[]
2020-07-23,New on YouTube:  Coronavirus: Health officials say long-term strategies needed to contain COVID-19 https://t.co/NKeztPRPN7,[]
2020-07-23,"“Because we’re addressing it in an adult manner in association to the pandemic of people dying, getting sick and getting ill, we don’t see the big joke.""

https://t.co/260wut5PcF",[]
2020-07-23,"Thursday also saw more than 1,000 deaths from COVID-19 in 24 hours for the third day in a row.

https://t.co/LJdPgm34lC",[]
2020-07-23,"As U.S. hits 4 million coronavirus cases in record time, deaths are also surging https://t.co/Vu7810vRbU https://t.co/itCXApW6IX",[]
2020-07-23,"More than 8,800 Canadians have died since the pandemic began, with the majority of deaths taking place in Quebec and Ontario.

https://t.co/Y1iVJKABtK",[]
2020-07-23,"New on YouTube:  Coronavirus: Trump says some school districts may delay opening, but must prepare to open https://t.co/N6AUrwyxIl",[]
2020-07-23,"The province and the Nunatsiavut Government said COVID-19 public health measures make it impossible to safely accommodate the anticipated number of people interested in attending the public events.

https://t.co/JKBeN9vSRJ",[]
2020-07-23,"New on YouTube:  Coronavirus: Trump says Jacksonville, Fla. portion of Republican convention cancelled https://t.co/ZfRoucrr2O",[]
2020-07-23,Trump cancels parts of Republican convention in Florida due to coronavirus pandemic https://t.co/sJv2ApF7NK https://t.co/WUVbWSA2gr,[]
2020-07-23,Weather forecast seem off? Low air travel amid coronavirus could be to blame https://t.co/IKjFbiIzts https://t.co/4UUABeB4aO,[]
2020-07-23,"New on YouTube:  Coronavirus: Democrats reject ""piecemeal"" approach to COVID-19 relief https://t.co/VJ1oo6NJt4",[]
2020-07-23,"Face masks, empty parks: MLB season opens with coronavirus front of mind https://t.co/cfA0MZqhYM https://t.co/pK4UcNqYaw",[]
2020-07-23,"Your daily #CoronavirusPandemic update:

😷8 in 10 Canadians support mandatory masks in public places, poll says

🇲🇽Mexico's president dismissive of wearing mask as cases climb

🇺🇸Next round of U.S. aid could cost over $1 trillion

MORE: https://t.co/uUgt1RKbT6",['coronaviruspandemic']
2020-07-23,"WATCH LIVE: World Health Organization provides daily update on coronavirus pandemic. 

https://t.co/ZLXIGXwQAZ",[]
